15196%|S1224%|0%|ФРАКТУРА НА ШЕСТИОТ ЦЕРВИКАЛЕН ПРШЛЕН   
15197%|S1225%|0%|ФРАКТУРА НА СЕДМИОТ ЦЕРВИКАЛЕН ПРШЛЕН   
15198%|S1310%|0%|ДИСЛОКАЦИЈА НА ЦЕРВИКАЛЕН ПРЕШЛЕН НЕОЗНАЧЕНО НИВО  
15199%|S1311%|0%|ДИСЛОКАЦИЈА НА C1/C2 ЦЕРВИКАЛНИОТ ПРШЛЕН   
15200%|S1312%|0%|ДИСЛОКАЦИЈА НА C2/C3 ЦЕРВИКАЛНИОТ ПРШЛЕН   
15201%|S1313%|0%|ДИСЛОКАЦИЈА НА C3/C4 ЦЕРВИКАЛНИОТ ПРШЛЕН   
15202%|S1314%|0%|ДИСЛОКАЦИЈА НА C4/C5 ЦЕРВИКАЛНИОТ ПРШЛЕН   
15203%|S1315%|0%|ДИСЛОКАЦИЈА НА C5/C6 ЦЕРВИКАЛНИОТ ПРШЛЕН   
15204%|S1316%|0%|ДИСЛОКАЦИЈА НА C6/C7 ЦЕРВИКАЛНИОТ ПРШЛЕН   
15205%|S1317%|0%|ДИСЛОКАЦИЈА НА C7/T1 ЦЕРВИКОТОРАКАЛНИОТ ПРШЛЕН   
15206%|S1318%|0%|ДРУГА ДИСЛОКАЦИЈА НА ЦЕРВИКАЛЕН ПРШЛЕН   
15207%|S1410%|0%|ПОВРЕДА НА ЦЕРВИКАЛНИОТ РБЕТЕН МОЗОК НЕОЗНАЧЕНО  
15208%|S1411%|0%|КОМПЛЕТНА ЛЕЗИЈА НА ЦЕРВИКАЛНИОТ РБЕТЕН МОЗОК   
15209%|S1412%|0%|ЦЕНТРАЛЕН СПИНАЛЕН СИНДРОМ (НЕКОМПЛЕТНА ПОВРЕДА НА `РБЕТЕН МОЗОК) НА ЦЕРВИКАЛНИОТ РБЕТЕН МОЗОК   
15210%|S1413%|0%|ДРУГ НЕКОМПЛЕТЕН СПИНАЛЕН СИНДРОМ НА ЦЕРВИКАЛНИОТ `РБЕТЕН МОЗОК   
15211%|S1470%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК НЕОЗНАЧЕНО ЦЕРВИКАЛНО НИВО  
15212%|S1471%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК C1  
15213%|S1472%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК C2  
15214%|S1473%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК C3  
15215%|S1474%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК C4  
15216%|S1475%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК C5  
15217%|S1476%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК C6  
15218%|S1477%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК C7  
15219%|S1478%|0%|ФУНКЦИОНАЛНА ПОВРЕДА НА `РБЕТЕН МОЗОК C8  
15220%|S1500%|0%|ПОВРЕДА НА КАРОТИДНАТА АРТЕРИЈА НЕОЗНАЧЕНО  
15221%|S1501%|0%|ПОВРЕДА НА ЗАЕДНИЧКАТА КАРОТИДНА АРТЕРИЈА   
15222%|S1502%|0%|ПОВРЕДА НА НАДВОРЕШНАТА КАРОТИДНА АРТЕРИЈА   
15223%|S1503%|0%|ПОВРЕДА НА ВНАТРЕШНАТА КАРОТИДНА АРТЕРИЈА   
15224%|S2010%|0%|ДРУГИ И НЕОЗНАЧЕНИ ПОВРШИНСКИ ПОВРЕДИ НА ДОЈКАТА НЕОЗНАЧЕНО  
15225%|S2011%|0%|ДРУГИ И НЕОЗНАЧЕНИ ПОВРШИНСКИ ПОВРЕДИ НА ДОЈКАТА АБРАЗИЈА  
15226%|S2012%|0%|ДРУГИ И НЕОЗНАЧЕНИ ПОВРШИНСКИ ПОВРЕДИ НА ДОЈКАТА ПЛИК  
15227%|S2013%|0%|ДРУГИ И НЕОЗНАЧЕНИ ПОВРШИНСКИ ПОВРЕДИ НА ДОЈКАТА УБОД ОД ИНСЕКТ  
15228%|S2014%|0%|ДРУГИ И НЕОЗНАЧЕНИ ПОВРШИНСКИ ПОВРЕДИ НА ДОЈКАТА ПОВРШИНСКО ТУЃО ТЕЛО  
15229%|S2018%|0%|ДРУГИ И НЕОЗНАЧЕНИ ПОВРШИНСКИ ПОВРЕДИ НА ДОЈКАТА ДРУГО  
15230%|S2030%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ПРЕДНИОТ ЅИД НА ТОРАКСОТ НЕОЗНАЧЕНО  
15231%|S2031%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ПРЕДНИОТ ЅИД НА ТОРАКСОТ АБРАЗИЈА  
15232%|S2032%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ПРЕДНИОТ ЅИД НА ТОРАКСОТ ПЛИК  
15233%|S2033%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ПРЕДНИОТ ЅИД НА ТОРАКСОТ УБОД ОД ИНСЕКТ  
15234%|S2034%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ПРЕДНИОТ ЅИД НА ТОРАКСОТ ПОВРШИНСКО ТУЃО ТЕЛО  
15235%|S2038%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ПРЕДНИОТ ЅИД НА ТОРАКСОТ ДРУГО  
15236%|S2040%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ЗАДНИОТ ЅИД НА ТОРАКСОТ НЕОЗНАЧЕНО  
15237%|S2041%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ЗАДНИОТ ЅИД НА ТОРАКСОТ АБРАЗИЈА  
15238%|S2042%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ЗАДНИОТ ЅИД НА ТОРАКСОТ ПЛИК  
15239%|S2043%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ЗАДНИОТ ЅИД НА ТОРАКСОТ УБОД ОД ИНСЕКТ  
15240%|S2044%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ЗАДНИОТ ЅИД НА ТОРАКСОТ ПОВРШИНСКО ТУЃО ТЕЛО  
15241%|S2048%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА ЗАДНИОТ ЅИД НА ТОРАКСОТ ДРУГО  
15242%|S2080%|0%|ПОВРШИНСКА ПОВРЕДА НА ДРУГИ И НА НЕОЗНАЧЕНИ ДЕЛОВИ НА ТОРАКСОТ НЕОЗНАЧЕНО  
15243%|S2081%|0%|ПОВРШИНСКА ПОВРЕДА НА ДРУГИ И НА НЕОЗНАЧЕНИ ДЕЛОВИ НА ТОРАКСОТ АБРАЗИЈА  
15244%|S2082%|0%|ПОВРШИНСКА ПОВРЕДА НА ДРУГИ И НА НЕОЗНАЧЕНИ ДЕЛОВИ НА ТОРАКСОТ ПЛИК  
15245%|S2083%|0%|ПОВРШИНСКА ПОВРЕДА НА ДРУГИ И НА НЕОЗНАЧЕНИ ДЕЛОВИ НА ТОРАКСОТ УБОД ОД ИНСЕКТ  
15246%|S2084%|0%|ПОВРШИНСКА ПОВРЕДА НА ДРУГИ И НА НЕОЗНАЧЕНИ ДЕЛОВИ НА ТОРАКСОТ ПОВРШИНСКО ТУЃО ТЕЛО  
15247%|S2088%|0%|ПОВРШИНСКА ПОВРЕДА НА ДРУГИ И НА НЕОЗНАЧЕНИ ДЕЛОВИ НА ТОРАКСОТ ДРУГО  
15248%|S2181%|0%|ОТВОРЕНА РАНА (НА БИЛО КОЈ ДЕЛ ОД ТОРАКСОТ) КОЈА КОМУНИЦИРА СО ФРАКТУРА   
15249%|S2182%|0%|ОТВОРЕНА РАНА (НА БИЛО КОЈ ДЕЛ ОД ТОРАКСОТ) КОЈА КОМУНИЦИРА СО ДИСЛОКАЦИЈА   
15250%|S2183%|0%|ОТВОРЕНА РАНА (НА БИЛО КОЈ ДЕЛ ОД ТОРАКСОТ) КОЈА КОМУНИЦИРА СО ИНТРАТОРАКАЛНА ПОВРЕДА   
15251%|S2188%|0%|ОТВОРЕНА РАНА НА ДРУГИ ДЕЛОВИ НА ТОРАКСОТ   
15252%|S2200%|0%|ФРАКТУРА НА ТОРАКАЛЕН ПРШЛЕН НЕОЗНАЧЕНО НИВО  
15253%|S2201%|0%|ФРАКТУРА НА ТОРАКАЛЕН ПРШЛЕН НИВО Т1 И Т2  
15254%|S2202%|0%|ФРАКТУРА НА ТОРАКАЛЕН ПРШЛЕН НИВО Т3 И Т4  
15255%|S2203%|0%|ФРАКТУРА НА ТОРАКАЛЕН ПРШЛЕН НИВО Т5 И Т6  
15256%|S2204%|0%|ФРАКТУРА НА ТОРАКАЛЕН ПРШЛЕН НИВО Т7 И Т8  
15257%|S2205%|0%|ФРАКТУРА НА ТОРАКАЛЕН ПРШЛЕН НИВО Т9 И Т10  
15258%|S2206%|0%|ФРАКТУРА НА ТОРАКАЛЕН ПРШЛЕН НИВО Т11 И Т12  
15259%|S2231%|0%|ФРАКТУРА НА ПРВО РЕБРО   
15260%|S2232%|0%|ФРАКТУРА НА ЕДНО РЕБРО ОСВЕН ПРВОТО  
15261%|S2240%|0%|МУЛТИПЛИ ФРАКТУРИ НА РЕБРА НЕОЗНАЧЕНО  
15262%|S2241%|0%|МУЛТИПЛИ ФРАКТУРИ НА РЕБРА КОИ ГО ЗАФАЌААТ ПРВОТО РЕБРО  
15263%|S2242%|0%|МУЛТИПЛИ ФРАКТУРИ НА РЕБРА КОИ ЗАФАЌААТ ДВЕ РЕБРА  
15264%|S2243%|0%|МУЛТИПЛИ ФРАКТУРИ НА РЕБРА КОИ ЗАФАЌААТ ТРИ РЕБРА  
15265%|S2244%|0%|МУЛТИПЛИ ФРАКТУРИ НА РЕБРА КОИ ЗАФАЌААТ ЧЕТИРИ ИЛИ ПОВЕЌЕ РЕБРА  
15266%|S2310%|0%|ДИСЛОКАЦИЈА НА ТОРАКАЛЕН ПРШЛЕН НЕОЗНАЧЕНО НИВО  
15267%|S2311%|0%|ДИСЛОКАЦИЈА НА Т1/Т2 И Т2/Т3 ТОРАКАЛЕН ПРШЛЕН   
15268%|S2312%|0%|ДИСЛОКАЦИЈА НА Т3/Т4 И Т4/Т5 ТОРАКАЛЕН ПРШЛЕН   
15269%|S2313%|0%|ДИСЛОКАЦИЈА НА Т5/Т6 И Т6/Т7 ТОРАКАЛЕН ПРШЛЕН   
15270%|S2314%|0%|ДИСЛОКАЦИЈА НА Т7/Т8 И Т8/Т9 ТОРАКАЛЕН ПРШЛЕН   
15271%|S2315%|0%|ДИСЛОКАЦИЈА НА Т9/Т10 И Т10/Т11 ТОРАКАЛЕН ПРШЛЕН   
15272%|S2316%|0%|ДИСЛОКАЦИЈА НА Т11/Т12 ТОРАКАЛЕН ПРШЛЕН   
15273%|S2317%|0%|ДИСЛОКАЦИЈА НА Т12/L1 ТОРАКОЛУМБАЛЕН ПРШЛЕН   
15274%|S2410%|0%|ПОВРЕДА НА ТОРАКАЛНИОТ `РБЕТЕН МОЗОК НЕОЗНАЧЕНО   
15275%|S2411%|0%|КОМПЛЕТНА ЛЕЗИЈА НА ТОРАКАЛНИОТ `РБЕТЕН МОЗОК   
15276%|S2412%|0%|НЕКОМПЛЕТЕН СПИНАЛЕН СИНДРОМ НА ТОРАКАЛНИОТ `РБЕТЕН МОЗОК   
15277%|S2470%|0%|Функционална повреда на ’рбетен мозок торакален нивото не е специфицирано  
15278%|S2471%|0%|Функционална повреда на ’рбетен мозок T1  
15279%|S2472%|0%|Функционална повреда на ’рбетен мозок T2/T3  
15280%|S2473%|0%|Функционална повреда на ’рбетен мозок T4/T5  
15281%|S2474%|0%|Функционална повреда на ’рбетен мозок T6/T7  
15282%|S2475%|0%|Функционална повреда на ’рбетен мозок T8/T9  
15283%|S2476%|0%|Функционална повреда на ’рбетен мозок T10/T11  
15284%|S2477%|0%|Функционална повреда на ’рбетен мозок T12  
15285%|S2681%|0%|КОНТУЗИЈА НА СРЦЕТО   
15286%|S2682%|0%|ЛАЦЕРАЦИЈА НА СРЦЕТО БЕЗ ПЕНЕТРАЦИЈА ВО СРЦЕВА КОМОРА   
15287%|S2683%|0%|ЛАЦЕРАЦИЈА НА СРЦЕТО СО ПЕНЕТРАЦИЈА ВО СРЦЕВА КОМОРА   
15288%|S2688%|0%|ДРУГИ ПОВРЕДИ НА СРЦЕТО   
15289%|S2731%|0%|КОНТУЗИЈА И ХЕМАТОМ НА БЕЛ ДРОБ   
15290%|S2732%|0%|ЛАЦЕРАЦИЈА НА БЕЛ ДРОБ   
15291%|S2738%|0%|ДРУГИ И НЕОЗНАЧЕНИ ПОВРЕДИ НА БЕЛ ДРОБ   
15292%|S2781%|0%|ПОВРЕДА НА ДИЈАФРАГМАТА   
15293%|S2782%|0%|ПОВРЕДА НА ТОРАКАЛЕН ЛИМФЕН КАНАЛ   
15294%|S2783%|0%|ПОВРЕДА НА ЕЗОФАГУСОТ (ТОРАКАЛНИОТ ДЕЛ)   
15295%|S2784%|0%|ПОВРЕДА НА ТИМУСОТ   
15296%|S2788%|0%|ПОВРЕДА НА ДРУГИ ОЗНАЧЕНИ ИНТРАТОРАКАЛНИ ОРГАНИ И СТРУКТУРИ   
15297%|S3080%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА НЕОЗНАЧЕНО 
15298%|S3081%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА АБРАЗИЈА 
15299%|S3082%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА ПЛИК 
15300%|S3083%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА УБОД ОД ИНСЕКТ 
15301%|S3084%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА ПОВРШИНСКО ТУЃО ТЕЛО 
15302%|S3088%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА ДРУГО 
15303%|S3090%|0%|ПОВРШИНСКА ПОВРЕДА НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА НЕОЗНАЧЕН ДЕЛ НЕОЗНАЧЕНО
15304%|S3091%|0%|ПОВРШИНСКА ПОВРЕДА НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА НЕОЗНАЧЕН ДЕЛ АБРАЗИЈА
15305%|S3092%|0%|ПОВРШИНСКА ПОВРЕДА НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА НЕОЗНАЧЕН ДЕЛ ПЛИК
15306%|S3093%|0%|ПОВРШИНСКА ПОВРЕДА НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА НЕОЗНАЧЕН ДЕЛ УБОД ОД ИНСЕКТ
15307%|S3094%|0%|ПОВРШИНСКА ПОВРЕДА НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА НЕОЗНАЧЕН ДЕЛ ПОВРШИНСКО ТУЃО ТЕЛО
15308%|S3098%|0%|ПОВРШИНСКА ПОВРЕДА НА АБДОМЕНОТ КРСТОТ И КАРЛИЦАТА НЕОЗНАЧЕН ДЕЛ ДРУГО
15309%|S3180%|0%|ОТВОРЕНА РАНА НА ДРУГИ И НА НЕОЗНАЧЕНИ ДЕЛОВИ НА АБДОМЕНОТ   
15310%|S3181%|0%|ОТВОРЕНА РАНА (НА БИЛО КОЈ ДЕЛ ОД КРСТОТ И КАРЛИЦАТА) КОЈА КОМУНИЦИРА СО ФРАКТУРА   
15311%|S3182%|0%|ОТВОРЕНА РАНА (НА БИЛО КОЈ ДЕЛ ОД КРСТОТ И КАРЛИЦАТА) КОЈА КОМУНИЦИРА СО ДИСЛОКАЦИЈА   
15312%|S3183%|0%|ОТВОРЕНА РАНА (НА БИЛО КОЈ ДЕЛ ОД АБДОМЕНОТ) КОЈА КОМУНИЦИРА СО ИНТРА-АБДОМИНАЛНА ПОВРЕДА   
15313%|S3200%|0%|ФРАКТУРА НА ЛУМБАЛЕН ПРШЛЕН НЕОЗНАЧЕНО НИВО  
15314%|S3201%|0%|ФРАКТУРА НА ЛУМБАЛЕН ПРШЛЕН НИВО L1  
15315%|S3202%|0%|ФРАКТУРА НА ЛУМБАЛЕН ПРШЛЕН НИВО L2  
15316%|S3203%|0%|ФРАКТУРА НА ЛУМБАЛЕН ПРШЛЕН НИВО L3  
15317%|S3204%|0%|ФРАКТУРА НА ЛУМБАЛЕН ПРШЛЕН НИВО L4  
15318%|S3205%|0%|ФРАКТУРА НА ЛУМБАЛЕН ПРШЛЕН НИВО L5  
15319%|S3281%|0%|ФРАКТУРА НА СЕДАЛНАТА КОСКА   
15320%|S3282%|0%|ФРАКТУРА НА ЛУМБОСАКРАЛЕН `РБЕТ НЕОЗНАЧЕН ДЕЛ  
15321%|S3283%|0%|ФРАКТУРА НА КАРЛИЦА НЕОЗНАЧЕН ДЕЛ  
15322%|S3289%|0%|ДРУГИ И МУЛТИПЛИ КАРЛИЧНИ ФРАКТУРИ   
15323%|S3310%|0%|ДИСЛОКАЦИЈА НА ЛУМБАЛЕН ПРШЛЕН НЕОЗНАЧЕНО НИВО  
15324%|S3311%|0%|ДИСЛОКАЦИЈА НА L1/L2 ЛУМБАЛЕН ПРШЛЕН   
15325%|S3312%|0%|ДИСЛОКАЦИЈА НА L2/L3 ЛУМБАЛЕН ПРШЛЕН   
15326%|S3313%|0%|ДИСЛОКАЦИЈА НА L3/L4 ЛУМБАЛЕН ПРШЛЕН   
15327%|S3314%|0%|ДИСЛОКАЦИЈА НА L4/L5 ЛУМБАЛЕН ПРШЛЕН   
15328%|S3315%|0%|ДИСЛОКАЦИЈА НА L5/S1 ЛУМБАЛЕН ПРШЛЕН   
15329%|S3351%|0%|ШИНУВАЊЕ И ИСТЕГНУВАЊЕ НА ЛУМБОСАКРАЛНИОТ [ЗГЛОБ] [ЛИГАМЕНТ]   
15330%|S3470%|0%|Функционална повреда на ’рбетен мозок лумбален нивото не е специфицирано  
15331%|S3471%|0%|Функционална повреда на ’рбетен мозок L1  
15332%|S3472%|0%|Функционална повреда на ’рбетен мозок L2  
15333%|S3473%|0%|Функционална повреда на ’рбетен мозок L3  
15334%|S3474%|0%|Функционална повреда на ’рбетен мозок L4  
15335%|S3475%|0%|Функционална повреда на ’рбетен мозок L5  
15336%|S3476%|0%|Функционална повреда на ’рбетен мозок сакрум  
15337%|S3600%|0%|ПОВРЕДА НА СЛЕЗИНАТА НЕОЗНАЧЕНО  
15338%|S3601%|0%|ХЕМАТОМ НА СЛЕЗИНАТА   
15339%|S3602%|0%|РАСЦЕП НА КАПСУЛАТА НА СЛЕЗИНАТА БЕЗ ПОГОЛЕМА ДИСРУПЦИЈА НА ПАРЕНХИМОТ  
15340%|S3603%|0%|ЛАЦЕРАЦИЈА НА СЛЕЗИНАТА КОЈА СЕ ПРОШИРУВА И КОН ПАРЕНХИМОТ   
15341%|S3604%|0%|МАСИВНА ПАРЕНХИМСКА ДИСРУПЦИЈА НА СЛЕЗИНАТА   
15342%|S3608%|0%|ДРУГА ПОВРЕДА НА СЛЕЗИНАТА   
15343%|S3610%|0%|ПОВРЕДА НА ЦРНИОТ ДРОБ НЕОЗНАЧЕНО  
15344%|S3611%|0%|КОНТУЗИЈА И ХЕМАТОМ НА ЦРНИОТ ДРОБ   
15345%|S3612%|0%|ЛАЦЕРАЦИЈА НА ЦРНИОТ ДРОБ НЕОЗНАЧЕНО  
15346%|S3613%|0%|МАЛА ЛАЦЕРАЦИЈА НА ЦРНИОТ ДРОБ   
15347%|S3614%|0%|УМЕРЕНА ЛАЦЕРАЦИЈА НА ЦРНИОТ ДРОБ   
15348%|S3615%|0%|ГОЛЕМА ЛАЦЕРАЦИЈА НА ЦРНИОТ ДРОБ   
15349%|S3616%|0%|ДРУГА ПОВРЕДА НА ЦРНИОТ ДРОБ   
15350%|S3617%|0%|ПОВРЕДА НА ЖОЛЧНОТО ЌЕСЕ   
15351%|S3618%|0%|ПОВРЕДА НА ЖОЛЧНИОТ КАНАЛ   
15352%|S3620%|0%|ПОВРЕДА НА ПАНКРЕАСОТ НЕОЗНАЧЕН ДЕЛ  
15353%|S3621%|0%|ПОВРЕДА НА ГЛАВАТА НА ПАНКРЕАСОТ   
15354%|S3622%|0%|ПОВРЕДА НА ТЕЛОТО НА ПАНКРЕАСОТ   
15355%|S3623%|0%|ПОВРЕДА НА ОПАШКАТА НА ПАНКРЕАСОТ   
15356%|S3629%|0%|ПОВРЕДА НА ДРУГИ И МУЛТИПЛИ ДЕЛОВИ НА ПАНКРЕАСОТ   
15357%|S3640%|0%|ПОВРЕДА НА ТЕНКОТО ЦРЕВО НЕОЗНАЧЕН ДЕЛ  
15358%|S3641%|0%|ПОВРЕДА НА ДУОДЕНУМОТ   
15359%|S3649%|0%|ПОВРЕДА НА ДРУГИ И МУЛТИПЛИ ДЕЛОВИ НА ТЕНКОТО ЦРЕВО   
15360%|S3650%|0%|ПОВРЕДА НА КОЛОНОТ НЕОЗНАЧЕН ДЕЛ  
15361%|S3651%|0%|ПОВРЕДА НА АСЦЕНДНИОТ [ДЕСЕН] КОЛОН   
15362%|S3652%|0%|ПОВРЕДА НА ТРАНСВЕРЗНИОТ КОЛОН   
15363%|S3653%|0%|ПОВРЕДА НА ДЕСЦЕНДНИОТ [ЛЕВ] КОЛОН   
15364%|S3654%|0%|ПОВРЕДА НА СИГМОИДАЛНИОТ КОЛОН   
15365%|S3659%|0%|ПОВРЕДА НА ДРУГИ И МУЛТИПЛИ ДЕЛОВИ НА КОЛОНОТ   
15366%|S3681%|0%|ПОВРЕДА НА ПЕРИТОНЕУМОТ   
15367%|S3682%|0%|ПОВРЕДА НА МЕЗЕНТЕРИУМОТ   
15368%|S3683%|0%|ПОВРЕДА НА РЕТРОПЕРИТОНЕУМОТ   
15369%|S3688%|0%|ПОВРЕДА НА ДРУГИ ИНТРААБДОМИНАЛНИ ОРГАНИ   
15370%|S3700%|0%|ПОВРЕДА НА БУБРЕГОТ НЕОЗНАЧЕНО  
15371%|S3701%|0%|КОНТУЗИЈА И ХЕМАТОМ НА БУБРЕГОТ   
15372%|S3702%|0%|ЛАЦЕРАЦИЈА НА БУБРЕГОТ   
15373%|S3703%|0%|КОМПЛЕТНА ДИСРУПЦИЈА НА ПАРЕНХИМОТ НА БУБРЕГОТ   
15374%|S3720%|0%|ПОВРЕДА НА МОЧНИОТ МЕУР НЕОЗНАЧЕНО  
15375%|S3721%|0%|КОНТУЗИЈА НА МОЧНИОТ МЕУР   
15376%|S3722%|0%|РУПТУРА НА МОЧНИОТ МЕУР   
15377%|S3728%|0%|ДРУГА ПОВРЕДА НА МОЧНИОТ МЕУР   
15378%|S3730%|0%|ПОВРЕДА НА УРЕТРАТА НЕОЗНАЧЕН ДЕЛ  
15379%|S3731%|0%|ПОВРЕДА НА МЕМБРАНСКАТА УРЕТРА   
15380%|S3732%|0%|ПОВРЕДА НА ПЕНИЛНАТА УРЕТРА   
15381%|S3733%|0%|ПОВРЕДА НА ПРОСТАТСКАТА УРЕТРА   
15382%|S3738%|0%|ПОВРЕДА НА ДРУГ ДЕЛ ОД УРЕТРАТА   
15383%|S3781%|0%|ПОВРЕДА НА НАДБУБРЕЖНА ЖЛЕЗДА   
15384%|S3782%|0%|ПОВРЕДА НА ПРОСТАТАТА   
15385%|S3783%|0%|ПОВРЕДА НА СЕМИНАЛНА ВЕЗИКУЛА   
15386%|S3784%|0%|ПОВРЕДА НА ВАЗ ДЕФЕРЕНС   
15387%|S3788%|0%|ПОВРЕДА НА ДРУГ КАРЛИЧЕН ОРГАН   
15388%|S4081%|0%|АБРАЗИЈА НА РАМОТО И НАДЛАКТИЦАТА   
15389%|S4082%|0%|ПЛИК НА РАМОТО И НАДЛАКТИЦАТА   
15390%|S4083%|0%|УБОД ОД ИНСЕКТ НА РАМОТО И НАДЛАКТИЦАТА   
15391%|S4084%|0%|ПОВРШИНСКО ТУЃО ТЕЛО НА РАМОТО И НАДЛАКТИЦАТА   
15392%|S4088%|0%|ДРУГИ ПОВРШИНСКИ ПОВРЕДИ НА РАМОТО И НАДЛАКТИЦАТА   
15393%|S4180%|0%|НЕОЗНАЧЕНА ОТВОРЕНА РАНА НА ДРУГИ И НЕОЗНАЧЕНИ ДЕЛОВИ НА РАМЕНИОТ ПОЈАС   
15394%|S4181%|0%|ОТВОРЕНА РАНА (НА БИЛО КОЈ ДЕЛ ОД РАМОТО И НАДЛАКТИЦАТА) КОЈА КОМУНИЦИРА СО ФРАКТУРА   
15395%|S4182%|0%|ОТВОРЕНА РАНА (НА БИЛО КОЈ ДЕЛ ОД РАМОТО И НАДЛАКТИЦАТА) КОЈА КОМУНИЦИРА СО ДИСЛОКАЦИЈА   
15396%|S4200%|0%|ФРАКТУРА НА КЛАВИКУЛА НЕОЗНАЧЕН ДЕЛ  
15397%|S4201%|0%|ФРАКТУРА НА СТЕРНАЛНИОТ КРАЈ НА КЛАВИКУЛА   
15398%|S4202%|0%|ФРАКТУРА НА ДИЈАФИЗАТА НА КЛАВИКУЛА   
15399%|S4203%|0%|ФРАКТУРА НА АКРОМИЈАЛНИОТ КРАЈ НА КЛАВИКУЛА   
15400%|S4209%|0%|МУЛТИПЛИ ФРАКТУРИ НА КЛАВИКУЛА   
15401%|S4210%|0%|ФРАКТУРА НА СКАПУЛА НЕОЗНАЧЕН ДЕЛ  
15402%|S4211%|0%|ФРАКТУРА НА ТЕЛОТО НА СКАПУЛАТА   
15403%|S4212%|0%|ФРАКТУРА НА АКРОМИЈАЛНИОТ ИЗРАСТОК   
15404%|S4213%|0%|ФРАКТУРА НА КОРАКОИДНИОТ ПРОДОЛЖЕТОК (ПРОЦЕСУС КОРАКОИДЕУС)   
15405%|S4214%|0%|ФРАКТУРА НА ГЛЕНОИДНАТА ПРАЗНИНА И ВРАТОТ НА СКАПУЛАТА   
15406%|S4219%|0%|МУЛТИПЛИ ФРАКТУРИ НА СКАПУЛА   
15407%|S4220%|0%|ФРАКТУРА НА ГОРНИОТ КРАЈ НА ХУМЕРУСОТ НЕОЗНАЧЕН ДЕЛ  
15408%|S4221%|0%|ФРАКТУРА НА ГЛАВАТА НА ХУМЕРУСОТ   
15409%|S4222%|0%|ФРАКТУРА НА ХИРУРШКИОТ ВРАТ НА ХУМЕРУСОТ   
15410%|S4223%|0%|ФРАКТУРА НА АНАТОМСКИОТ ВРАТ НА ХУМЕРУСОТ   
15411%|S4224%|0%|ФРАКТУРА НА ТУБЕРКУЛУМ МАЈУС НА ХУМЕРУСОТ   
15412%|S4229%|0%|ФРАКТУРА НА ДРУГИ И МУЛТИПЛИ ДЕЛОВИ НА ГОРНИОТ КРАЈ НА ХУМЕРУСОТ   
15413%|S4240%|0%|ФРАКТУРА НА ДОЛНИОТ КРАЈ НА ХУМЕРУСОТ НЕОЗНАЧЕН ДЕЛ  
15414%|S4241%|0%|СУПРАКОНДИЛАРНА ФРАКТУРА НА ХУМЕРУСОТ   
15415%|S4242%|0%|ФРАКТУРА НА ЛАТЕРАЛНА КОНДИЛА НА ХУМЕРУСОТ   
